"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV113358","Mercedes-Benz","EQE","Truck","2020","Guoxuan","LFP","60","FWD","248254.2","5.46","Private","BAT-10013358","1594","77.12",,"58.41","78.49","3.657","0.0271","281.59","17.33","33.96","0.446","95.48","95.78","46.27","22.88","28","0.07",,"80.75","44.05","0.08","0.65","0","1","14.27","142.41","28.55","22.06","2.39","0.39","0.6","112.64","27.43","43.36","10.63","58.62","1907.53","Hilly","20.17","870.5","86.64","5","1","57.89","7.23","38.87","6.53","0","1","0","36.58","65.75","89.57","95.2","45.55","7774","0"
"EV111058","Volkswagen","ID.3",,"2019","Panasonic","NMC","47.94","FWD","146821.6","7.59","Private","BAT-10011058","1423","84.83","31.79","36.19","83.95","3.534","0.0111","328.66","15.57","23.9","0.421","97.03",,"40.67","15.17","2","0.41","0.51","38.46","89.48","0.19","0.78","0","0","70.04","4.44","76.83",,"83.74","0.69","0.04","3.47","-17.27","-6.53","-20.44","20.91","380.28","Hilly","43.66","785.6","87.28","20","1","68.03","9.33","16.54","32.94","0","0","0","50.79","64.68","88.54","84.76","38.88",,"0"
"EV105231","Nissan","Leaf","Truck","2020","SK On","LTO","76.98","RWD","114903.9","6.19","Fleet","BAT-10005231","937","81.62",,"59.19","83.37","3.551","0.0051","276.98","37.2","56.68","0.404","95.82","95.66","62.83","18.38","38","0.6","0.35","146.95","43.5","0.69","0.47","1","1","59.58","109.16","82.51",,"82.39","0.18","0.66",,"31.37","47.87","22.96","69.76","1842.04","Coastal","3.2","619.2","91.56","26","0","78.21",,"8.59","25.31","0","1","0","67.51","53.07","55.91","75.8","58.98","6921","0"
"EV112549","Volvo","XC40 Recharge","SUV","2019","BYD Battery","LFP","29.43","AWD","111244.5","7.58","Private","BAT-10012549","1170","73.02","65.35","36.46","72.46","3.448","0.0114","268.94","15.82","26.89","0.657","94.92","93.83","21.49",,,"0.15","0.85","36.31","56.99","0.43",,"3","0","28.05","132.59","99.78","56.87","19.9","0.95","0.59","61.22","34.47","46.51","30.43",,"2560.82","Flat","28.42","616.1","91.52","19","0","79.11","17.54","15.77","0","1","0","1","36.45","72.04","82.89","96.13","60.59","6439","0"
"EV106323","Audi","Q4 e-tron","SUV","2017","LG Energy Solution","LMO","92.39","FWD","254477.4",,,"BAT-10006323","1506","73.01","59.25","17.66",,"3.374","0.0249","337.4","19.69","39.08","0.62","94.99","93.07","67.45","26.99","24","0.2","0.74","15.03","542.83","0.55","0.45","0","1","77.47","53.04","20.57",,"64.07","0.44","0.89",,"3.65","13.66","-1.07","73.87","1709.59","Desert","50.12","865.5","88.66","3","2","57.25","14.04","36.98","32.94","1","3","1","52.63","73.46","79.89","95.06","20.55","7181","0"
"EV101951","Kia","EV6","Truck",,"LG Energy Solution","LFP","118.34","RWD","199103.6","8.63","Fleet","BAT-10001951","2033","78.61","31.24","52.77","77.39","3.58","0.0046","329.36","32.8","53.97","0.504","96.05","95.1","93.03","21.39","5","0.13","0.8","70.26","84.63","0.79","0.83","0","0","83.22","115.64","13.03","94.34","13.79","0.48","0.29",,"-14.94","-5.44","-31.76","46.6","405.38","Desert","21.36","1151.9","93.62","5",,"52.61","31.17","7.18","32.94","0","1","1","52.07","82.34","71.13","100","46.59","6685","0"
"EV119093","Kia","EV9","Truck","2023","BYD Battery","LFP","30.77","RWD","169841.9","2.76","Private","BAT-10019093",,"84.44","70.77","33.45","86.11",,"0.0296","305.94","30.45","46.42","0.458","96.3","96.98","25.98","15.56","21","0.43","0.49","18.61","164.46","0.42","0.34","0","1","85.73","57.08","35.87","83.42","94.95","0.48","0.17","49.96","-22.37","-12.7","-39.03","64.43","387.96","Hilly","25.33","710.2","94.87","13",,"55.74","14.54","40.74","32.94","0","0","1","52.51","39.76","87.63","85.76","34.78","8640","0"
"EV113260","Kia","EV9","Crossover","2016","CATL","NMC","45.06","FWD","213732.6","9.91","Fleet","BAT-10013260","1571","70.65","13.5","48.7","70.14","3.668","0.0004","352.13","4.92","13.82","0.665","96.02","93.21","31.83","29.35","8","0.55","0.38","69.57","43.81","0.78","0.59","3","1","102.47","72.41","32.91","58.66","41.15","0.73","0.33","135.78","17.27","30.67","4.9","46.13","36.54","Flat","77.53","785.4","84.47","22","1","72.76","17.16","6.03","0","1","3","0","49.2","82.1","81.4","68.77","49.1","5487","0"
"EV115666","MG","Comet EV","Crossover","2018","CATL",,"142.65","RWD","204329.8","7.96","Private","BAT-10015666","1529","72.18","8.93","69.29","70.82","3.624","0.0058","271.8","19.09","35.83","0.72","95.09","93.1","102.96","27.82","40","0.27","0.69","12.98","600","0.5","0.46","1","1","46.17","104.03","21.25","57.96","37.01","0.45","0.38","132.49","0.87","9.65","-11.24","65.9","157.69","Mountainous","36.22","177.7","86.38","0","0","100","10.95","8.68","32.94","1","1","1","65.41","79",,"89.69","40.11","6192","0"
"EV100566","GM","Chevrolet Bolt","SUV","2024","SK On","NMC","71.28","RWD","165021.5","2.39","Private","BAT-10000566","1071","85.73","96.31","36.68","86.5","3.436","0.0002","288.62","27.45","34.35",,"96.03","94.73","61.11","14.27","27","0.25","0.59","24.11","224.61","0.94","0.91","0","2","77.8","142.18","71.74","59.37","33.56","0.66","0.66","56.6","36.84","47.09","20.31","77.24","388.38","Mountainous","41.59","1085.5","87.79","4","0","60.48","11.11","0.48","0","2","3","1","41.39","32.03",,"87.72","51.13","9062","0"
"EV119094","Volvo","EX30","Truck",,"LG Energy Solution","NMC","113.69","AWD","85810.8","2.89","Private","BAT-10019094","635","93.33","24.29","39.41","93.86","3.522","0.01","292.33","26.45","42.23","0.268","97.97","96.24","106.11","6.67","31","0.6","0.23","36.09","278.43","0.23","0.97","0","1","104.37","103.32","53.32","66.06","70.41","0.32","0.17",,"47.27","55.76","28.39","85.36","618.79","Mountainous","57.47","583.3","76.07","24","0","70.78","26.56","16.81","0","2","2","0","23.87","27.76","72.54","79.96","42.47","11221","0"
"EV101701","Honda","e:N1","Truck","2017","CATL","LFP","54.34","AWD","88274.2","9.26","Private","BAT-10001701","1110","82.02","65.9","34.63","82.98","3.701",,"362.7","56.92","72.4","0.494","96.55","96.45","44.57","17.98","34","0.17","0.77","27.12","111.52","0.51","0.52","0","1","10.99","74.94","17.88","0.27","93.42","0.99","0.98","30.57","17.13","34.4",,"60.49","2121.99","Coastal","48.46",,"88.3","9","0",,"74.39","32.27","32.94","0","1","1","48.03",,"27.85","87.86","12.02","7338","1"
"EV113780","BYD","Atto 3",,"2024","Northvolt","LFP","103.47","FWD","182030.7","2.04","Private","BAT-10013780","1475","94.34","91.81","29.7","96.23","3.485","0.0006","355.47","36.3","52.84","0.2","96.74","97.78","97.61","5.66","33","0.63","0.26","38.36","183.52","0.47","0.47","0","2","33.34","35.66","71.04","5.33","20.2","0.65","0.31","26.53","-1.93","6.15","-5.71","35.73","926.63","Coastal","5.92","439.9","98","13","2","78.74",,"5.41","32.94","1","2","0","56.59","37.62","69.14","81.73","37.93","10001","0"
"EV110847","Lucid","Air","Van","2023","Guoxuan","NMC","55.54","RWD","161529.6","3.35","Private","BAT-10010847","1385","87.8","77.87","43.7","86.69","3.453","0.0063","328.04","19.89","41.44","0.302","95.86","95.99","48.76","12.2","17","0.28",,"21.59","141.81","0.31","0.34","0","0","21.72","38.53","94.66","73.03","39.6","0.76","0.27","48.31","-18.21","-6.73","-24.04","48.05","2037.03","Mountainous","43.56","167.3","96.52","8","2","88","15.06","13.36","32.94","1","1","1","57.16","48.23","85.89","97.65","63.7","9518","0"
"EV103337","GM","Chevrolet Bolt","Hatchback","2019","Guoxuan","NMC","60.92","FWD","177361.9","6.99","Private","BAT-10003337","1683","79.76","5.36","65.8","79.54","3.85","0.0115","388.85","11.33","30.98","0.454","95.58",,"48.59","20.24","26","0.52","0.26","12.9","254.26","0.28","0.22","0","0","106.15","119.97","34.88","67.68","29.52","0.82","0.46","205.3","-23.37","-9.83","-38.31","51.1","1644.38","Mountainous","13.84","737.3","84.5","12","0","62.43","8.55","16.41",,"3","2",,"62.44","74.33",,"86","66.35",,"0"
"EV111411","Nissan","Leaf","Sedan","2016","Guoxuan","NMC","64.12","RWD","161487.2","9.86","Private","BAT-10011411","1792","70.16","53.12","30.51","70.67","3.446","0.0063","299.8","28.44","35.98","0.625","94.82","94.49","44.99","29.84","25","0.19","0.59","51.15","104.78","0.55","0.06","1",,,"139.65","1.45","73.07","37.91","0.12","0.78","205.3","39.74","44.79","32.34","43.15","1278.1","Desert","59.22","532.2","84.36","2","0","77.28","11.62","12.02","0","3","1","0","28.3","85.47","87.2","88.16","51.43","6597","0"
"EV103236","MG","ZS EV","Hatchback","2017","Envision AESC","NMC","84.85","FWD","131223.2","9.79","Fleet","BAT-10003236","1167","75.24","2.69","30.41","74.71",,"0.0043","272.25","32.52","42.93","0.585",,"95.39","63.84","24.76","18","0.6","0.26","32.79","157.54","0.55","0.72","0","0","26.93","46.36","11.82","47.15","61.96","0.69","0.9","36.27",,"29.27","-1.88","67.61","2062.91","Flat","23.78","334.6","94.56","14","0","84.31","5.08","7.45","31.56","0","0","0","51.31","81.29","92.81","82.05","29.72","6449","0"
"EV107827","Mahindra","XUV400","Truck","2016","Guoxuan","LFP","131.96","RWD","143717.7","10.08","Private","BAT-10007827","1486","83.98","52.61","42.98","83.82","3.762","0.049","361.15","38.11","58.72","0.416","96.52","95.48","110.82","16.02","3","0.11","0.8","20.16","354.21","0.71","0.62","0","1",,"83.98","0.84","69.9","74.76","0.8","0.43","151.31","3.26","17.52",,"75.1","1343.6","Coastal","39.8","1389.7","87.53","12","0","43.29","53.37","64.9",,"2","2","0","48.53",,"46.94","89.81","30.36","7553","0"
"EV118971","Honda","e:N1","SUV","2015","Guoxuan",,"93.4","AWD","109989.4","11.11","Private","BAT-10018971","1563","64.45","12.31","15.21","64.1","3.85","0.0032",,"36.1","48.9","0.696","94.86","94.19","60.2","35.55","38","0.48","0.5","45.68","150.01","0.58","0.77","0","1","55.64","109.74","12.25","16.91","17.14","0.98","0.3","205.3","14.73",,"-4.3","53.48","2530.08","Desert","4.89","1400.1","91.18",,"0","45.15","27.26","5.87","32.94","0","2","0","64.99","97.26","76.78","88.78","40.92","5611","0"
"EV108992",,"F-150 Lightning","Van","2024","CATL","LMO","127.11","AWD","143464.7","2.12","Fleet","BAT-10008992","694","97.41","41.2","69.27","98.08","3.591","0.011","366.28","30.6","43.66","0.107","97.98","98.42","123.82","2.59","23","0.24","0.56","60.55","157.29","0.02","0.49","0","0","62.5","56.55","88.74","34.7","49.44","0.26","0.99","19.72","6.13","14.19","-9.34","38.91","85.03","Hilly","92.53","570","93.1","27","1","71.08","12.41","17.58","32.94","1","0","2","50.51","30.72","86.28","89.2","41.37","9770","0"
"EV114159","Tata","Nexon EV","SUV","2021","CATL","NMC","118.83",,,"4.88","Private","BAT-10014159","1806","88.93","8.09","59.42","87.6","3.705","0.0118","340.86","32.79","49.04","0.309","96.5","95.07","105.68","11.07","13","0.31","0.61","28.42","340.35","0.72","0.7","1","0","113.48","118.82","1.85","36.34","26.18","0.52","0.46","51.36","-12.7","-1.96","-18.53","10.31","945.04","Hilly","50.96","141.5","92.68","12","1","94.04","28.11","20.9","32.94","1","1","1","51.63","61.56","73.5","95.22",,"8154","0"
"EV111916","MG","Comet EV","SUV",,"Panasonic","LMO","105.92","FWD","228514.4","4","Private","BAT-10011916","1351","86.49","88.01","31.71","86.46","3.728","0.0181","260.96","36.45",,"0.342","97.35","97.28","91.61","13.51","20","0.17","0.73","35.81","286.84","0.06",,"3","0","59.75","33.15","74.75","39.69",,"0.12","0.81","18.7","-23.38",,"-29.02","38.56","2123.86","Desert","41.73","312.2","89","13","1","75.54","40.81","29.17","32.94","0","2","0",,"48.38","58.85","90.29","39.06","8821","0"
"EV108950","Volkswagen","ID.4","SUV","2017","Envision AESC","LFP","51.77","RWD","225753.5","9.8","Fleet","BAT-10008950","1266","87.2","5.89","29.78","88.62","3.495","0.0033","342.51","29.48","36.03","0.26","97.33","96.03","45.14","12.8","9","0.28","0.64","35.21","85.6",,"0.37","1","1","115.84","54.12","38.23","40.38","75.56","0.1","0.15","17.1","-16.41","-6.47","-20.16","67.36","1428.17","Mountainous","39.6","749.1","92.04","4","1","62.72","13.2","9.87","32.94","0","2","2","49.69","76.77","83.68","89.31","21.7","6754","0"
"EV102287","Tata","Tiago EV","Sedan","2020","LG Energy Solution","LFP",,"AWD","208328.6","6.33","Private","BAT-10002287","1498","81.6","41.45","39.07",,"3.668","0.0026","315.45","55.24","69.46","0.447","96.82","95.92","45.17","18.4","3","0.25","0.7","36.32","111.56","0.49","0.62","0","0","81.44","41.13","94.18","58.25","8.37","0.45","0.67","50.34","-15.32","-9.1","-30.37","6.58","434.82","Coastal","30.74","704.9","94.16","9","0","75.89","66.75","3.5","32.94","1","0","0","48.12","72.61",,"96.58","57.86","7252","0"
"EV117178","Porsche","Taycan","Van","2024","CATL",,"104.05","RWD","279418.2","1.62","Private","BAT-10017178","2079","92.87","35.46","59.39","92.02","3.783","0.0019","332.9","22.16","38.82","0.091","98.2","97.88","96.63","7.13","36","0.52","0.32","36.99","172.29","0.8","0.75","0","0","20.85","15.67","24","56.99","43.38","0.91","0.26","30.77","0.77",,"-5.92","59.53","2341.35","Flat","69.23","401.3","95.22","8","0","78.63","4.35","6.32","32.94","0","0",,"53.97","44.98","96.06","92.22","27.83","8823","0"
"EV111469","Honda","Prologue","Van","2015","BYD Battery","NCA","91.95","FWD","198933.9","11.08","Private","BAT-10011469","1884",,"21.91","19.94","64.47","3.34","0.0045","250.5","17.65","30.02","0.7","93.66","94.05","58.26","36.64","37","0.5","0.34","48.35","99.36","0.46","0.33","0","0",,"121.2","59.05","34.69","6.56","0.27","0.52","59.83","7.7","22.58","-10.01","44.36","2026.26","Flat","48.66","1030.2","87.79","4","1","59.53","7.02","11.48","22.32","1","1","0","57.67","100","92.56","85.38","44.29","4235","0"
"EV100683","GM","Cadillac Lyriq","Crossover","2023","Guoxuan","NMC","110.31","RWD","167562.9","3.16","Private","BAT-10000683","1189","88.25","34.97","30.97","85.61","3.726","0.0142","380.05","31.3","42.97","0.311","97.59","96.11","97.35","11.75","9","0.18","0.63","10.53","600","0.21","0.7","0","0","74.84","3.12","85.25","95.13","61.47","0.95","0.94","3","35.52","42.48","21.71","97.78","657.93","Desert","70.05","589.5","90.25","15","1","80.06","7.8","23.44","7.45","0","2","0","32.38","37.9","92.76","100","53.96","9288","0"
"EV108741","Porsche","Taycan","Truck","2017","Guoxuan","NMC","50.37","FWD","147561.9","9.4","Fleet","BAT-10008741","1340","83.45","11.45","44.3","83.59","3.672","0.003","348.84","32.72","38.71","0.299","96.64","96.01","42.03","16.55","2","0.41","0.42","29.89","87.91","0.46","0.92","0","2","82.38","88.83",,"41.24","75.55","0.62","0.98","93.29","24.93","36.53","13.4","62.25","132.79","Mountainous","62.47","1034.4","91.31","27","1","54.48","20.9","6.56","13.78","3","2","0","47.29","76.46","79.44","83.72","24.51","7940","0"
"EV117709","Mercedes-Benz","EQA","Truck","2015","LG Energy Solution","LFP","140.53","RWD","314201.3","10.46","Private","BAT-10017709","2079","68.69","83.54","31.73","67.57","3.535","0.0255","275.73","36.8","48.8","0.579","94.9","92.66","96.53","31.31","12","0.44","0.41","51.8","252.99","0.24","0.55","1","0","62.1","141.29","75.74","81.66","73.72",,"0.84","143.03","-5.47","5.66","-16.02","77.95","1393.84","Mountainous","25.61","609.8","92.28",,"1","75.29","29.8","35.83","32.94","1","3","0","63.51","100","71.2","91.33","56.62","4360","1"
"EV115134","Kia","EV6","Sedan","2024","Northvolt","LFP","73.33","AWD","195680.3","1.5","Private","BAT-10015134","1564","90.08","26.76","47.34","89.29","3.59","0.0006","351.82",,"48.05","0.349","96.46","95.77","66.06","9.92","21","0.41","0.36","51.95","108.9","0.7","0.07","1",,"12.15","25.39","63.02","97.24","5.34","0.26","0.06","7.23","43.85","50.67","28.14","20.12","241.89","Desert","80.03","760.3","80.76","15","1","64.03","32.33","4.41","4.2","1","1","2","40.13","36.22","70.59","81.08","49.95","9620","0"
"EV106227","Volvo","XC40 Recharge","Van","2018","Guoxuan","NMC","94.53","AWD","171635.4","8.12","Private","BAT-10006227","1554","79.16","11.82","73.3",,"3.641","0.0136","298.56","33.17","41.85","0.456","95.76","95.16","74.83",,"37",,"0.29","58.58","150.54","0.61","0.72","0","1","24.69",,"8.6","94.34","97.67","0.71","0","205.3","32.02","46.39","22.6","5.67","893.61","Hilly","54.31","1468","86.43","27","0","41.13","18.54","19.54","9.83","2",,"0","47.38","74.68","79.81","84.33","49.95","6849","0"
"EV108914","Hyundai","Kona Electric","Van","2019","BYD Battery","LFP","90.53","FWD","156951.7","6.96","Private","BAT-10008914","1208","76.62","19.92","35.56","78.42",,"0.0141","254.04","63.31","74.17","0.541","96.24","93.8","69.36","23.38","18","0.29","0.61","29.46","173.39","0.04","0.27","2","1","32.14","120.57","20.13","67.14","35.97","0.47","0.22","41.35","-18.99","-13.98","-37.72","8.55","780.88","Hilly","97.67","693.9","94.78","27","0","71.52","74.65","21.22","32.94",,"2","0","54.7","64.37","23.32","77.62","34.33","6914","1"
"EV114416","BMW","iX","Sedan","2021","SK On","LTO","80.18","FWD","194004.1","5.09","Private","BAT-10014416","1446","87.15","94.82","55.69","87.17","3.657","0.0034","307.19","25.71","36.79","0.381",,"95.37","69.88",,"29","0.29","0.61","11.45","600","0.44","0.64","0","1","107.69","109.49","27.54","27.35","16.21","0.62","0.03","42.45","39.71","50.89","21.23","49.41","1111.36","Coastal","60.92","686.6","89.91","30","0","70.24","10.94","7.46","0","2","0","1","31.46","57.31","88.81","90.21","27.87","8279","0"
"EV111096","Volvo","XC40 Recharge","Crossover","2015","CATL","NMC","58.08","RWD","269202.8","11.02","Private","BAT-10011096","2346","58.9","3.92","56.34","59","3.85","0.0242","381.15","9.82","23.17","0.885","94.73","92.17","34.21","41.1","24","0.54","0.32","27.71","196.28","0.07","0.41","3","0","76.56","111.11","5.32","10.27","0.75","0","0.83","174.4","11.75","25.9","2","47.17","1212.91","Flat","44.87","439.8","80.72","3","1","81.45","13.25","34.38","11.42","1","3","0","58.58","100","88.97","74.37","37.72","4175","1"
"EV107069","Renault",,,"2023","SK On","LTO","116.04","RWD","121287.3","2.67","Private","BAT-10007069","791","92.57","42","48.08","91.88","3.298","0.0096","333.1","45.31","66.52","0.182","96.55","95.62","107.42","7.43","7","0.41","0.56","11.69","600","0.73","0.11","0","1","83.15","40.78","66.46","38.13","6.92","0.25","0.22","40.79","-19.49","-12.92","-29.99","56.74","1910.59","Hilly",,"1489.5","92.51","10","0","36.8","62.45","15.97","32.94","1","1","0","63.82","32.36","44.41","88.09","47.11","9064","0"
"EV110756","BMW","i4","Van","2019","CATL","NMC","40.3","AWD","133011.1","7.12","Private","BAT-10010756","892","74.57","62.78","60.1","74.9","3.675","0.002","323.4","25.2","39.81","0.573","95.71","93.34","30.05","25.43","8","0.69","0.13","52.63","72.16","0.92","0.27","0","0","102.45","118.23","66.77","97.71","95.68","0.6","0.34","56.18","44.82","61.28","41.37",,"1619.98","Coastal","25.67","1237.1","63.24","17",,"54.8","21.46","3.03","0","1","1","2","48.49","58.83","78.26","82.53","45.76","7587","0"
"EV114511","BMW","i4","Truck","2024","CATL","NMC","87.75","FWD","192929.5","2.24","Private","BAT-10014511","1471","92.99","87.33","58.48","92.15","3.338","0.0001","280.39","27.9","49.4","0.179","96.97","98.12","81.6","7.01","24","0.56","0.35","23.22","231.73","0.43","0.66","0","0","110.48","114.33","49.24","55.85","10.76","0.53","0.32","95.93","-20.07",,"-36.12","51.18","571.44","Flat","97.41","202.9","87.22","25","2","85.34","32.77","6.53","32.94",,"1","1","54.44","35.89","69.4","92.83","54.4","9346","0"
"EV108569","BMW","iX","Truck","2020","Panasonic","LFP","111.81","AWD","90015.6","6.02","Private","BAT-10008569","941","79.44","89.61","14.98","79.76","3.748","0.0276","378.55","32.84","42.53","0.579","95.14","96.35","88.82","20.56","16","0.24","0.73","15.79","600","0.82","0.61","3","0","68.76","85.83","80.27","66.35","88.46","0.02","0.94","118.65","-22.09","-4.92","-41.84","82.67","2615.14","Coastal","10.44","250.3","89.29","12","0","93.36","8.05","36.06","32.94",,"0","0","53.5","49.16","87.71","86.28","49.56","8751","0"
